index,track_id,hashtag,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy
3687243,4cf5fcdc683527091cb4f6bc771cc115,alternative,0.000552,0.29,0.0517,0.231,0.19,-5.131,138.311,3.62e-05,0.866
5577462,3982da20d6d695d2eedf1e77651697ee,alternative,0.0,0.147,0.0344,0.657,0.876,-4.695,105.011,0.0168,0.885
1323948,04b26dcd4d28f50edc04bec4b24e42a8,blues,4.16e-05,0.0525,0.0313,0.683,0.965,-10.253,124.571,0.206,0.533
1451872,bd78bfa1fa3a3db9f6c3a1a9187090d7,blues,0.0002,0.0772,0.0514,0.338,0.429,-5.471,144.287,3.71e-05,0.887
1984394,e56e8b8156a125cca7078f4dee4e7266,blues,0.00414,0.0215,0.0485,0.75,0.939,-12.117,130.515,0.0247,0.723
1231002,7015d076cdaec15204dbbec73a91b95d,blues,0.0,0.0944,0.0299,0.673,0.549,-7.072,103.998,0.00141,0.629
1716885,7ace3b3959310082d08f43e22da3a382,blues,0.196,0.304,0.0408,0.502,0.817,-8.608,89.579,0.422,0.703
2140329,ce38c997f40e9f7544b1996f46c2a2e9,blues,0.836,0.0997,0.0739,0.791,0.127,-7.513,129.999,0.00594,0.775
1260384,e7fb23b270e851a97fb98677ec908032,blues,0.279,0.073,0.0252,0.635,0.866,-12.208,126.505,0.00957,0.492
1971667,c5c0c6229898f6e29ccd4ebcd41e9290,blues,0.0,0.092,0.0355,0.485,0.55,-5.749,89.956,8.67e-05,0.911
1471745,b2afe321f5042e2eb66bc900a374103a,blues,0.278,0.286,0.0755,0.403,0.608,-7.427,147.204,0.105,0.806
1440212,a4e57eb1d8d2007cda36a44beb086bf6,blues,0.00795,0.264,0.0589,0.258,0.558,-4.621,131.993,0.000204,0.889
1422940,c63ea189541dab92ac8a5932bfbf5c76,blues,0.00225,0.165,0.059,0.316,0.0914,-14.429,78.476,0.171,0.27
2675779,6d9c24762cdb518e7b1a3bdcd4b0e47e,blues,0.0,0.191,0.0386,0.399,0.529,-9.239,79.206,0.864,0.326
2625340,c1eef4a0eb886badc9bb23bf8f02edeb,blues,0.00259,0.368,0.071,0.492,0.916,-4.037,194.078,0.61,0.928
1596154,0911e13c525e38457dd572c21978605e,blues,0.437,0.271,0.0761,0.538,0.759,-9.02,126.311,0.0018,0.914
1443038,9f3da6c2aded248271d0a72f8ff56481,blues,0.000232,0.0903,0.032,0.618,0.697,-5.484,133.299,0.491,0.908
2073898,1522fda0dfdf7748af738a9f719a4bad,blues,0.000256,0.141,0.0239,0.715,0.846,-9.761,100.024,0.559,0.521
3754980,518ac5b4690c6d7f215e22f6c5f08a58,blues,0.881,0.0956,0.0476,0.624,0.865,-10.769,102.533,0.000461,0.657
1575262,1333719ea1575e5307851bfaf8bf8178,blues,0.0159,0.104,0.0367,0.327,0.889,-7.428,169.39,0.000564,0.895
1020999,fe2011b979325f4666ac9bde868707ff,blues,0.00109,0.334,0.0369,0.399,0.357,-8.736,105.911,0.125,0.845
1907602,62883dd222ecd67026830f2ec5e14942,blues,0.0,0.366,0.0474,0.532,0.586,-6.84,121.97,0.382,0.729
1319662,c59ae676b520b419a72209314f905193,blues,0.000411,0.0435,0.105,0.691,0.769,-7.946,94.078,0.0144,0.778
958880,98db07d7f160b21ccfa97f5ae876a08e,blues,0.00884,0.136,0.0479,0.517,0.598,-7.152,138.157,0.000376,0.928
2605758,b93b7ef1f29bc1f13e675f600b572ea5,blues,2.1e-05,0.71,0.0466,0.705,0.859,-4.618,115.076,0.231,0.846
2378773,1cf6f17d1da5fc1d77d645d759484ef1,blues,0.0025,0.473,0.0383,0.29,0.723,-2.867,150.818,0.0162,0.837
5896666,2d48775a76ad15f2a9e89353540c0acb,blues,0.000328,0.113,0.0271,0.56,0.527,-11.073,74.619,0.0611,0.395
1919686,0d5ac53f3a4708bfc44177c35275d1ce,blues,8.71e-06,0.091,0.0602,0.442,0.794,-3.205,85.064,0.00293,0.943
1428308,eb07d89b7111e884ef2bd29282914bcf,blues,1.15e-06,0.231,0.0343,0.62,0.901,-6.473,127.701,0.00198,0.897
1229091,707d1d524a7bf632131953482b2ff9a4,blues,0.121,0.353,0.0715,0.794,0.684,-9.125,123.008,0.000496,0.595
1420171,f3b6cf5d1606651dd2040ea0d3aea2b5,blues,0.43,0.0744,0.0285,0.584,0.666,-6.46,145.012,0.321,0.796
1420797,8742b97ebf6fc4e02f5aaf21c1ed0356,blues,3.81e-06,0.45,0.0493,0.667,0.763,-7.126,132.178,0.257,0.712
1594132,c853615cacbbb11d8c3c3ddaed705687,blues,1.85e-06,0.378,0.037,0.653,0.674,-9.894,93.664,0.281,0.552
1503033,c18007953658536729fd27556b17883e,blues,9.93e-05,0.108,0.0363,0.785,0.97,-5.306,125.447,0.0421,0.737
2010183,73073758f7e4f31b11ab8d01a59d17df,blues,0.0,0.201,0.0368,0.738,0.713,-7.076,101.098,0.389,0.647
959905,56f728831576a7fe388c30117f91633b,blues,9.04e-05,0.106,0.0312,0.754,0.469,-10.07,91.147,0.273,0.366
1018482,547b768fcecbe39563f0a4e57a2a7608,blues,0.029,0.0909,0.0465,0.557,0.858,-8.373,122.884,0.0959,0.731
1477217,ae0f53e9881a8d4fd8ea48871f9ee7e5,blues,0.814,0.145,0.0308,0.452,0.42,-4.533,91.989,0.00102,0.869
1290296,16a2835e6f5d1126dc14b85e0d2999bc,blues,0.00157,0.0749,0.0325,0.825,0.525,-12.621,111.924,0.594,0.411
1757588,b92ad7be8caa4aaad7282d4296e74446,blues,0.0665,0.384,0.0304,0.501,0.276,-4.017,130.018,0.0157,0.839
1290065,5a92da1bd6154d83adcb1ac2060b517c,blues,0.000844,0.694,0.251,0.48,0.547,-5.709,170.892,0.0385,0.939
1975646,66b2f9ca6db1536b43423e5203e1fd9b,blues,0.0,0.139,0.0421,0.498,0.423,-5.157,89.342,0.00461,0.83
2335405,460c0efd4a9c9f08606ea079f8f82509,blues,0.0,0.0607,0.305,0.658,0.884,-4.843,170.741,0.0686,0.904
56480,07b78e36f2a2bf576866ab5ffa289a2a,blues,0.0,0.0765,0.0421,0.287,0.559,-6.163,183.327,0.00588,0.673
1783538,a81e239229f3509117c610ed9a525f1a,blues,3.1e-05,0.225,0.0332,0.626,0.304,-13.046,128.588,0.49,0.356
2564127,a50bcb4f525d36d19dbb4a390f34dc6e,blues,0.252,0.14,0.0306,0.767,0.693,-5.059,112.546,0.0471,0.647
70158,d5f53c1e8517617527abfd7033a65a0b,blues,1.09e-06,0.138,0.0549,0.314,0.269,-3.655,171.805,0.00215,0.822
1723426,ae7aab58d1ce006ffd8d82e958cdeb3e,blues,0.00026,0.0959,0.0356,0.418,0.175,-13.099,175.088,0.638,0.452
54211,706a12240f609e3c1ef998c1275ec469,blues,0.0122,0.687,0.0317,0.434,0.707,-13.606,167.66,0.261,0.584
1837309,94e0eeab25b3d34f0952d107cf3898ef,blues,0.0,0.16,0.045,0.553,0.382,-6.057,91.958,0.00117,0.674
1481190,aa4c286f86570342a6728edd57a38f06,blues,0.0,0.187,0.159,0.472,0.518,-17.876,204.019,0.722,0.275
2035387,6c57e1ae1dec3b8085d46884f536de31,blues,3.48e-05,0.161,0.0286,0.547,0.526,-5.098,99.014,0.00494,0.87
1992068,285679e631aa45f59857d8c7f0429515,blues,2.85e-05,0.323,0.0329,0.576,0.581,-15.709,138.547,0.616,0.301
192255,342d5e19b92570234c40932f76d82f59,blues,0.000447,0.382,0.26,0.405,0.65,-5.875,180.392,0.12,0.889
1863095,1df91341f41f20b987656f8243743198,blues,0.0,0.279,0.0621,0.738,0.941,-3.851,174.943,0.332,0.804
951234,fe0407fdfe93b1bcd0dcc2bcdd766f52,blues,2.04e-05,0.156,0.0354,0.522,0.576,-7.113,76.05,0.24,0.707
1257023,dc89d1748b6c21347ef769b4bf9b8d63,blues,0.0,0.0528,0.0288,0.702,0.893,-11.952,114.932,0.0304,0.558
46947,669645a34a9534a8739d0ba9555111ad,blues,0.0196,0.326,0.0655,0.51,0.775,-4.977,122.738,0.0236,0.862
1279011,65c55b5dedf6d6c0712fdc87659da325,blues,0.0,0.108,0.13,0.797,0.823,-5.945,110.151,0.291,0.858
1422154,dd99dd60e5f878efd685addaa6beac03,blues,0.225,0.112,0.0279,0.598,0.812,-9.211,114.169,0.13,0.676
1280177,c0ce3ab4d2340c712de1bbd80f56883c,blues,1.54e-05,0.0855,0.0408,0.728,0.924,-8.134,113.325,0.0936,0.974
1838032,b3cf9a75f244f3d6de278c563b142ec0,blues,0.0,0.119,0.0477,0.6,0.291,-5.802,121.07,0.225,0.663
959555,c91e9c55e42ed0a0400f1a1e2e39ded2,blues,2.38e-06,0.0875,0.041,0.491,0.713,-5.419,138.8,0.00587,0.853
1693917,c5957e00ac4066945c54c35f5b844954,blues,0.433,0.108,0.0577,0.944,0.501,-10.859,105.038,0.421,0.43
1739622,63a0d55bf370dcad129ad2b1580f4eb4,blues,7.68e-05,0.0967,0.0296,0.677,0.893,-4.102,104.78,0.0086,0.916
950227,556a495062739ca3f09519874c0671a5,blues,0.00279,0.08,0.0369,0.665,0.748,-8.748,125.689,0.0231,0.577
1698446,4ecccc1587c48d174ed65cd1d61713e1,blues,0.00024,0.118,0.0301,0.534,0.176,-6.858,144.419,0.109,0.567
2035811,3b3fe063265e3f0081304b3bc0f6ab95,blues,0.0,0.0856,0.107,0.661,0.585,-3.064,98.019,0.0247,0.978
2007530,d49de4b88280038a2282e234c584296f,blues,0.00064,0.1,0.05,0.631,0.478,-5.665,155.132,0.385,0.799
55286,ca284241406dff744d9f1c9f507c29f9,blues,4.61e-06,0.105,0.0326,0.738,0.695,-9.373,132.287,0.111,0.653
1418618,a03ee806be57bdd8864e859fbcfdcce8,blues,0.0,0.148,0.039,0.539,0.359,-10.842,105.665,0.806,0.494
568052,9e943b376df0792c4aeb52e677773ec2,blues,0.000101,0.168,0.0942,0.848,0.694,-6.627,119.348,0.2,0.524
1258611,ba534f9674edcda34d2b6e43b7449f15,blues,0.0,0.0323,0.0296,0.576,0.697,-8.309,124.346,0.0733,0.767
183807,70dfcfa873886810caef26c5c4486877,blues,1e-05,0.4,0.0347,0.393,0.761,-10.6,186.508,0.178,0.821
1574801,5412606f0944cece9d1e3c46c8007b6a,blues,0.043,0.284,0.0395,0.492,0.564,-4.038,86.952,0.97,0.596
1244168,bec3ccf491246d03543177a2a2aa3907,blues,0.108,0.0984,0.0492,0.817,0.838,-6.326,114.483,0.622,0.462
2052321,12c7cc35592691d77da579ffd84ef79c,blues,0.00101,0.19,0.0413,0.511,0.531,-3.751,132.97,5.36e-06,0.972
2075723,e896555f9b229cccb3fc3584b96551c4,blues,0.0474,0.0988,0.0451,0.462,0.773,-12.844,154.468,0.278,0.471
1274076,1caa920cd171fa6eb6d153071225e3e4,blues,1.94e-05,0.487,0.078,0.463,0.716,-2.184,156.205,0.0628,0.802
1414075,97d962bae7a09c1962b9ab9cbb17ddfd,blues,1.68e-05,0.276,0.164,0.406,0.534,-3.917,180.674,0.000156,0.945
1458195,0d0ba52889d9ade1faca65a5692c6aa9,blues,1.39e-06,0.241,0.0391,0.518,0.63,-5.662,124.606,0.000557,0.838
1319821,6d9914f263cb90330ffde8eae144741e,blues,0.024,0.0814,0.0381,0.615,0.804,-5.256,175.354,0.237,0.705
1410206,aa5c9622fe97edc9a7abce9ee39e73d7,blues,0.0,0.0848,0.259,0.665,0.896,-4.935,160.01,0.212,0.877
1972821,3ef8692d51fea3e8dd462b4988226a3a,blues,0.345,0.0802,0.0493,0.633,0.542,-5.535,127.979,0.0073,0.807
1257209,56b260c23999072ab7ef4ad52877a8fa,blues,0.0005,0.074,0.0371,0.666,0.681,-9.305,134.219,0.043,0.667
1141149,fd1253eca5ab4879b62804a213a30dbb,blues,0.000219,0.266,0.0235,0.722,0.681,-11.163,96.418,0.185,0.538
2072460,54ac7b0e759f03c7548449b4d685b699,blues,0.00495,0.146,0.0656,0.36,0.192,-15.672,66.85,0.873,0.253
2052715,77df221f851337a6c8aa0a9f492058c3,blues,0.00188,0.119,0.0521,0.69,0.772,-11.494,110.668,0.303,0.7
2973855,a85d75df245d346904fd33f636896b22,blues,0.0091,0.11,0.0638,0.727,0.624,-11.289,128.081,0.886,0.406
1290822,1a318f0e2c32523a148cd1ce828e5160,blues,5.34e-05,0.171,0.0549,0.542,0.928,-9.637,159.81,0.319,0.915
1259863,605ee237419558af8782e83aefb0333a,blues,3.83e-06,0.0597,0.0286,0.555,0.649,-8.791,119.848,0.00199,0.648
167395,f3625aa3d0856bd73dab48d33342846c,blues,0.000377,0.329,0.0373,0.273,0.518,-12.986,73.709,0.0533,0.419
1900513,66a69e838012f08c8ac3a8801694603a,blues,0.0136,0.109,0.0392,0.727,0.657,-11.074,102.589,0.0234,0.641
1228453,342ce5a09cf1e9423654a2e1b08a13cf,blues,0.0,0.224,0.0504,0.459,0.549,-3.868,93.254,0.147,0.739
1987836,74e536fdd8895235c65f14f681311848,blues,0.0,0.0672,0.0304,0.689,0.906,-11.936,114.938,0.0363,0.549
1819678,a5694d486ef2bd1a674b3a1564daaac2,blues,0.00241,0.881,0.0864,0.452,0.378,-11.687,142.234,0.463,0.412
2025118,90ca7b7191c4c70a9a2ed2b5491e8671,blues,1.29e-05,0.11,0.0441,0.629,0.747,-3.994,127.07,0.0176,0.879
1965603,d7b988efc80abbfc67d7b59ddb7232a5,blues,7.4e-05,0.248,0.0646,0.311,0.848,-5.762,189.363,0.0353,0.803
2604466,bcbbf693d327f2bae0da51774ae63f03,blues,0.0,0.0929,0.0321,0.663,0.316,-3.567,102.847,0.0697,0.746
2031562,ebd5445c76770223942c6066d655d20d,blues,0.33,0.167,0.038,0.47,0.346,-7.599,132.295,0.989,0.445
1615066,c5b2d8d52c245a66c56c253eb7f41091,blues,2.18e-05,0.0953,0.0372,0.605,0.475,-4.831,129.844,0.0714,0.926
1453158,0e0063f14281532fc06850c46a04f8d4,blues,0.0,0.309,0.0431,0.726,0.871,-4.165,143.994,0.049,0.698
2607448,8a39e678f422c7203d7bef5677ab6cb8,classic,8.72e-06,0.0767,0.0523,0.455,0.538,-8.751,171.915,0.392,0.411
3594400,0bd34a56fecbf8bb8a59287058ed0898,classic,0.0,0.103,0.0417,0.62,0.949,-6.159,74.483,0.075,0.682
1000093,dc8c0c2423d0889ca5b3e41bc57a04f7,classic,0.0,0.0965,0.37,0.694,0.415,-3.215,85.175,0.0651,0.878
243306,eb074eed557af190a1427f6a53e4d9f7,classic,0.471,0.0718,0.0693,0.703,0.589,-6.789,97.675,0.302,0.7
4049743,4c839e68ed3f31bef1395401edeb26ef,classic,5.73e-05,0.0419,0.0844,0.854,0.877,-6.166,103.032,0.0402,0.543
5374762,8def1d580c14ae3b6a550bce24c1f452,classic,0.0,0.697,0.12,0.778,0.926,-4.031,95.979,0.0538,0.865
6271663,a304a88eb37de3a9ffe993d8185dbd88,classic,0.000197,0.0972,0.0712,0.776,0.581,-10.931,117.996,0.899,0.391
1684107,a157ef828f8a5e58aacb93797c61be9c,classic,0.0925,0.106,0.0458,0.649,0.815,-12.679,118.782,0.00187,0.648
5837545,f0aec1a3a52a2f3093ce9c9493f2a692,classic,0.0,0.268,0.0298,0.664,0.453,-9.131,102.053,0.52,0.396
3346386,991f1136284becbe7aca3e29cca983de,classic,0.000185,0.152,0.149,0.633,0.917,-6.968,175.795,0.185,0.792
4800574,ffb329ed3f8e154b458ce17c5f1cef67,classic,0.0115,0.0542,0.0522,0.756,0.508,-10.701,101.985,0.57,0.397
1464603,29876ef652b214593292ada063d113bc,classic,0.0,0.0635,0.0447,0.614,0.538,-4.413,129.996,0.0446,0.775
413278,1ab77dd375d52d7e5d411330bdf5e112,classic,0.898,0.0994,0.0389,0.704,0.409,-10.642,127.986,0.0284,0.564
902588,637771e7ebf21fdb00dbdf9d4c986c11,classic,1.87e-05,0.0761,0.0494,0.862,0.863,-7.703,119.998,0.00453,0.503
5664527,b6e3c7b9198fa4108e85e79b9ee6ba31,classic,0.0241,0.107,0.115,0.17,0.406,-5.125,203.025,8.39e-06,0.953
910062,d5f48cfd9dde23fef759bbfbb3c9d23e,classic,5.1e-06,0.142,0.0374,0.426,0.542,-4.709,161.994,0.000495,0.792
3623247,f5e75c0cbaf4eb2aec1ec4e84d7259ce,classic,0.000944,0.086,0.0816,0.487,0.384,-2.848,130.012,0.000283,0.956
2978019,7a9d10a1da6e15edf04fb319c8a8864b,classic,0.0,0.0996,0.028,0.554,0.289,-8.251,135.047,0.893,0.321
944284,c63fdeb37c1f7792072b8de05caf27ec,classic,4.89e-05,0.0835,0.0354,0.76,0.735,-9.481,137.993,0.0387,0.595
1409778,ca4bc396933e7c7acc6c1f5367e894b2,classic,0.0,0.114,0.0268,0.509,0.289,-4.605,84.513,0.223,0.7
3277943,601e4a79767e71502fdacacf93e9c2be,classic,0.0,0.256,0.0356,0.543,0.446,-8.89,124.011,0.0192,0.715
4300706,aa78c387464dd7eb5519d383c694d756,classic,9.08e-05,0.332,0.029,0.307,0.228,-10.057,160.9,0.388,0.433
682879,057b68251f99af390af4915dedf296d9,classic,0.0101,0.0734,0.0559,0.339,0.178,-9.616,132.673,0.0878,0.618
93775,6c6a8df5cd5a3830761bc45aab947a26,classic,0.0,0.075,0.0289,0.564,0.361,-6.519,74.981,0.0145,0.575
3688999,3ee8115994a9037d6caceb6c2dbad587,classic,0.0,0.0611,0.0384,0.688,0.565,-9.432,127.662,0.0608,0.601
1461542,52ea85cb71722212cc4184951934b437,classic,0.0,0.679,0.0754,0.293,0.301,-7.134,173.007,0.33,0.583
853159,a36f546fb68ff61c0feda535e45d6dd2,classic,1.56e-05,0.0922,0.0597,0.697,0.654,-8.437,60.016,0.205,0.452
302738,a3fba9a7e37cd848f987d7096eda663e,classic,0.0,0.102,0.0411,0.662,0.407,-10.607,132.08,0.752,0.262
4068679,5a9ab51cbb0711f37005463724b3f06b,classic,8.95e-05,0.115,0.033,0.535,0.285,-9.499,110.953,0.768,0.258
800682,754ac7e39219e71d677d2ef30c812c5e,classic,0.0381,0.115,0.086,0.749,0.966,-9.359,142.024,0.00186,0.605
92949,2f5c50e3298b9bfd2889e0db256cd1d3,classic,0.00928,0.067,0.195,0.658,0.716,-4.51,200.105,0.0224,0.912
4876409,42ec41f682a4a44a0f3210314148ccea,classic,0.000103,0.0932,0.0329,0.734,0.981,-11.586,129.771,0.0208,0.821
3072229,260fbcbbc4d5fbe1a3cb2f8a3db843c9,classic,0.0,0.171,0.0452,0.551,0.733,-2.772,137.841,0.00576,0.965
1013351,67a557808552f5e17117a5b265b024fc,classic,0.000165,0.0811,0.0317,0.58,0.449,-8.423,83.17,0.638,0.544
2727096,f9085362702c8d87339732a6adcd8d67,classic,0.0,0.0928,0.0366,0.453,0.274,-10.106,151.362,0.297,0.543
4929855,bacedac3ce3a04f65eeaeec3eaaa98de,classic,0.0,0.0289,0.349,0.746,0.862,-9.43,169.561,0.0146,0.623
3332584,bbb3761047c0a32a6babf6a8731eb072,classic,6e-05,0.13,0.116,0.553,0.686,-5.844,121.819,0.153,0.839
1685261,be3a0813e38d18852d8fc9f2c0350f22,classic,0.301,0.0495,0.0347,0.762,0.75,-8.459,126.206,0.000565,0.757
3684614,8a5796aa19eb036167600fd5bd09885d,classic,0.0,0.0485,0.0784,0.573,0.732,-10.559,140.247,0.114,0.585
1500668,e6f33536346d296c553e03252276f85c,classic,5.61e-06,0.134,0.0433,0.443,0.276,-9.72,155.827,0.212,0.841
3239699,b68c949d23c8c1bb89126cdac38d6821,classic,0.00044,0.0915,0.0741,0.133,0.495,-5.371,197.708,0.00344,0.927
602745,c84438e471ceccbb360a785ad12b88cd,classic,0.0957,0.118,0.0325,0.62,0.908,-8.962,115.994,0.013,0.898
3386271,3f8b9e2415007c18dd62ab6c4846dfe6,classic,0.000122,0.0472,0.0486,0.646,0.547,-11.539,80.882,0.665,0.35
1174653,d50eabb3f5667df961202bd4450a74ff,classic,1.92e-05,0.543,0.0969,0.77,0.664,-8.093,117.456,0.164,0.789
2491201,4ab56f9051344439ea11af2e84480513,classic,0.748,0.237,0.0368,0.287,0.204,-9.381,148.928,6.28e-05,0.67
3252581,66f031e5a8020167ad082f86949f5c8c,classic,0.0,0.234,0.0926,0.489,0.557,-4.062,168.004,0.00981,0.757
4921204,4fa7b101708bf3a8bba6347917948881,classic,0.0289,0.152,0.0524,0.538,0.556,-13.226,128.288,0.0131,0.754
1333846,a83480ef86b94f4223eb9f982acb3c91,classic,0.000527,0.166,0.13,0.432,0.61,-6.659,108.948,0.0127,0.884
3555794,51906069eeea9b18dc107473779af5af,classic,0.0216,0.108,0.181,0.819,0.501,-14.406,92.348,0.708,0.261
982326,dd1559ad6a0dfb2dbb4d3e5006e800c2,classic,0.0,0.246,0.119,0.757,0.511,-8.708,123.878,0.209,0.556
965499,a7e019413407de168fdd00edd0544232,classic,0.0,0.311,0.0386,0.534,0.492,-6.845,77.625,0.0219,0.598
4482124,a0d3b251a9e5fcd3678ccb3bd2e34c7c,classic,3.8e-05,0.26,0.0785,0.42,0.824,-4.512,100.571,5.99e-05,0.955
1736792,9f6a8138d05d691c6a8aac766570441f,classic,0.0189,0.0805,0.11,0.756,0.954,-7.124,151.026,0.00901,0.658
2238594,94d41365a0cfe3a7e371c92176c93d44,classic,0.0,0.245,0.032,0.683,0.94,-10.256,115.577,0.0103,0.637
1531056,8338844c2b47798414602458ce74ea97,classic,0.00723,0.489,0.216,0.845,0.652,-7.504,111.904,0.00432,0.652
1683245,1d0e8017a45b635460a2bdf7f9506030,classic,0.000576,0.19,0.0623,0.699,0.675,-14.05,119.997,0.0187,0.661
5488716,d2be5ac03595d77730e4ab42596d7c92,classic,7.29e-05,0.289,0.0687,0.319,0.502,-9.611,85.818,0.675,0.627
514738,2fca74817dc390aeaf191e77025141b1,classic,0.00363,0.13,0.0315,0.509,0.454,-7.527,121.439,8.5e-05,0.769
1841832,56438fe8619c0b462230aec7049b9f48,classic,1.48e-06,0.167,0.334,0.763,0.551,-9.29,87.18,0.181,0.901
1622015,f090009fb367b23a1dfcbd176969c305,classic,1.09e-05,0.0276,0.171,0.81,0.859,-7.887,139.564,0.0398,0.665
1702193,9e32ab4140ed44b301aec05baf1a0d1c,classic,0.000619,0.118,0.0274,0.269,0.231,-8.456,144.408,0.0307,0.551
845984,4eea9b67a8f93b4aaa2fc13de3fc85a9,classic,4.19e-06,0.338,0.491,0.592,0.624,-9.41,194.66,0.00359,0.794
1418409,0e0063f14281532fc06850c46a04f8d4,classic,0.0,0.309,0.0431,0.726,0.871,-4.165,143.994,0.049,0.698
1423914,ec373a5f77a83851e4abb350f87911f7,classic,0.0,0.0902,0.0974,0.719,0.552,-12.585,83.919,0.661,0.377
4326288,874f1dab0623041e85b27192a553415f,classic,0.0,0.189,0.156,0.814,0.841,-8.219,123.274,0.0246,0.814
712364,74a33f4e427cdb3f21820433c5107143,classic,1.99e-06,0.0895,0.166,0.745,0.59,-7.589,141.429,0.0958,0.655
3518366,682ca91627fafb2a140f3aa93631d821,classic,0.00205,0.047,0.0515,0.543,0.777,-5.687,100.456,0.411,0.964
3873745,9d5bb37f86eba54e851ec08977fec9ba,classic,6.62e-05,0.102,0.036,0.704,0.97,-5.169,135.198,0.057,0.834
1688793,947bb859cf22547fd8ed2432b4f135c3,classic,0.00669,0.259,0.0556,0.865,0.674,-9.222,116.538,0.0496,0.614
1581346,64e840fe0e477fa43e8c59524ab742c3,classic,0.0,0.337,0.333,0.833,0.678,-12.348,92.944,0.00272,0.549
1803251,d163125e406053dfebccbbeb675dfdee,classic,0.00124,0.0775,0.0465,0.735,0.405,-17.593,95.539,0.889,0.287
4605327,d90ab80bef8e17a61ee560a075843658,classic,0.0,0.166,0.21,0.781,0.858,-4.827,90.437,0.148,0.589
962903,0db7cc9b0b19a9b9f732b24e1da71c32,classic,0.756,0.654,0.047,0.264,0.184,-8.708,99.594,1.75e-05,0.713
4213258,2bb73328075bc3a486afd8a0c3eb6a25,classic,1.91e-06,0.966,0.0375,0.503,0.488,-9.734,83.569,0.581,0.525
5021534,707171651cd9460d3603f53cc8c1b316,classic,0.0,0.0769,0.131,0.889,0.791,-9.148,104.653,0.128,0.768
2453187,e0627d09a81613d41126f02c42ba32f9,classic,3.36e-06,0.101,0.0265,0.566,0.446,-10.379,103.233,0.702,0.409
4915665,9e56d09db0df22d0ddbbc41287514c23,classic,0.0,0.128,0.027,0.531,0.216,-6.361,140.427,0.159,0.6
4689600,e6719b61c26533b73ef90a2e8a84ef6c,classic,0.15,0.0604,0.104,0.362,0.174,-6.317,153.567,0.000145,0.979
2048598,cf148c07f15aa83ccc597eb99e0a1c62,classic,0.000224,0.304,0.0701,0.54,0.542,-6.748,128.04,0.00332,0.876
3024467,53b90948bb687ac2df726ed8cdd05993,classic,0.0,0.127,0.246,0.679,0.771,-6.583,80.003,0.0221,0.732
4513482,42b2e7a77cde3fdcfce0346cd2ff53a6,classic,1.46e-05,0.219,0.0492,0.351,0.343,-13.809,81.442,0.595,0.277
5575451,0370d3315a99a033689d8d249498fea7,classic,0.426,0.0966,0.0418,0.767,0.262,-9.003,128.853,0.119,0.622
5868351,389b88e52ebc00b63af75edf1dab5ea6,classic,0.00089,0.214,0.0316,0.61,0.34,-5.744,111.546,0.00522,0.868
4840468,f56e1aa0a4c61928ed62e80955e43be2,classic,1.63e-05,0.123,0.43,0.684,0.565,-3.857,93.477,0.169,0.916
2194910,f28716acc5ba2d609b9300717394d01b,classic,0.0,0.155,0.121,0.713,0.805,-4.859,102.078,0.0353,0.781
2804958,1a3b426f45a33f605298b995628771d5,classic,0.0,0.0442,0.203,0.912,0.61,-6.365,101.628,0.0259,0.511
2655187,21fae31426e95c9fceb8d128adb920c7,classic,0.0563,0.352,0.0636,0.699,0.909,-9.676,142.732,0.291,0.76
5074200,513d6a705039839bd52b30366891fe85,classic,0.0,0.177,0.0301,0.443,0.152,-7.92,59.554,0.528,0.404
601830,98f6f8abb011cf11011ac2392c3916a6,classic,0.00242,0.202,0.029,0.224,0.109,-9.586,135.426,0.744,0.299
3283050,d6c6e1453ed10f5d8df996b31f13b389,classic,0.0,0.0692,0.0274,0.715,0.278,-7.632,120.084,0.288,0.398
3038434,29b5675d6b5981c5bbe3d2c990348eee,classic,0.000614,0.0576,0.0256,0.58,0.0833,-10.393,147.701,0.155,0.448
958058,88bad49fe138e3515a5c3d0604403888,classic,0.0291,0.0847,0.0632,0.775,0.627,-8.427,90.023,0.0117,0.572
925024,6fa23c85362340fb3015d7244132f098,classic,0.0001,0.35,0.0347,0.605,0.156,-10.617,122.713,0.715,0.226
454180,f248aa0f84a5dbdca4763f00daaa4b51,classic,1.75e-05,0.103,0.0316,0.345,0.274,-7.787,109.044,0.299,0.418
1799207,b85dc3bb8a3d2dfcb237c51f7b6c4848,classic,0.085,0.191,0.0384,0.349,0.141,-9.554,82.935,0.82,0.432
3371797,353bb73b2508a2c58a87648325458a3b,classic,1.04e-06,0.147,0.412,0.59,0.685,-11.792,206.247,0.125,0.672
1888432,c0a88630c45bfa95c157802455e53301,classic,0.00269,0.109,0.252,0.828,0.2,-7.955,101.878,0.401,0.542
1798565,9c5e5ddecf10a8b4147915b3f062acfe,classic,7.26e-06,0.102,0.0517,0.434,0.201,-11.8,71.988,0.855,0.136
1690946,7a251305ff4c1089b2f5ec4b2ef9f43a,classic,7.61e-05,0.0818,0.0949,0.476,0.75,-9.192,93.584,0.0382,0.717
5768830,41cd539e8b0d2b7fed1e04c4453be67a,classic,0.0,0.217,0.334,0.742,0.534,-10.5,92.931,0.0976,0.619
2363156,9c013c5dd4c7d1e1db902763f3cb9dc9,country,0.0,0.109,0.0382,0.595,0.822,-6.692,159.918,0.18,0.774
